Site.Code,GS.Type,Max.Height.cwm,Growth.rate.cwm,Shade.tol.cwm,Drought.tol.cwm,Tree.shape.cwm,Flowering.cwm,Fruiting.cwm,Fall.col.cwm,Leaf.shape.cwm,Bark.cwm,,,,,,,,,,,,,,,
STL5,Inst,15,2,3.333333333,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
STL6,Inst,14.66666667,0.444444444,3.777777778,3,0.777777778,1,1,0.777777778,4.111111111,2.777777778,,,,,,,,,,,,,,,
STL7,Inst,13.875,2,2.75,3.5,0,1,0.75,0,1.5,2.25,,,,,,,,,,,,,,,
STL8,Inst,13.83333333,1.666666667,2.666666667,3.666666667,0,0.666666667,0.666666667,0,2.666666667,2.333333333,,,,,,,,,,,,,,,
STL9,Inst,15,2,2,5,0,1,0,0,3,3,,,,,,,,,,,,,,,
T1,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T10,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
T103,Park,14.5,1.666666667,3.333333333,3,0,0.666666667,1,0.333333333,1.333333333,1.666666667,,,,,,,,,,,,,,,
T104,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T107,Park,14.625,2,3.25,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T110,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T111,Park,16.5,1.5,4,3,0.5,0.5,1,0,1.5,2,,,,,,,,,,,,,,,
T112,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
T113,Park,18.5,1.666666667,4.333333333,3,0.333333333,0.666666667,1,0,1.333333333,2,,,,,,,,,,,,,,,
T114,Park,17,1.5,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T115,Park,17.1,1.4,4.2,3,0.6,0.4,1,0,1.6,2,,,,,,,,,,,,,,,
T116,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T118,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T14,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T16,Park,11.83333333,1.666666667,2.666666667,3,0,0.666666667,0.666666667,0,1.333333333,2.333333333,,,,,,,,,,,,,,,
T18,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T21,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
T22,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T23,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T24,Park,20.125,1.25,3.25,3.25,0,0.75,0.75,0.25,1.75,2,,,,,,,,,,,,,,,
T26,Park,16.5,2,3.666666667,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T28,Park,15,2,3.5,2.75,0,0.75,1,0,1,2.25,,,,,,,,,,,,,,,
T3,Park,12.5,1.666666667,2,4.333333333,0,0.666666667,0.333333333,0.333333333,2.666666667,2.333333333,,,,,,,,,,,,,,,
T30,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
T31,Park,17,2,4,2.666666667,0,0.666666667,1,0,1,2.333333333,,,,,,,,,,,,,,,
T32,Park,17.25,1.5,3.5,4,0,1,1,0,2,2.5,,,,,,,,,,,,,,,
T33,Park,16.7,2,2.333333333,3,0,1,1,0,1.666666667,2,,,,,,,,,,,,,,,
T34,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T35,Park,17.5,1.75,3.5,3.25,0,1,1,0,1.5,2.25,,,,,,,,,,,,,,,
T36,Park,15,2,4,2,0,0,1,0,1,3,,,,,,,,,,,,,,,
T38,Park,14.25,2,2.75,2.75,0,1,1,0.25,1.25,2.25,,,,,,,,,,,,,,,
T39,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T4,Park,14.625,2,3.25,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T40,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T41,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T42,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T43,Park,16.5,2,3.666666667,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T44,Park,19.5,1,2,3,0,1,1,1,5,3,,,,,,,,,,,,,,,
T45,Park,15.3,2,3.4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T46,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T47,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T48,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T49,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T5,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T50,Park,17.25,2,3.5,3,0.25,1,1,0,1,2,,,,,,,,,,,,,,,
T51,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T53,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T54,Park,22.5,1,3,4,0,1,1,0,1,2,,,,,,,,,,,,,,,
T56,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T57,Park,15.75,2,3.5,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T59,Park,17,1.5,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T60,Park,10.5,1.5,2.5,3,0,0.5,1,0.5,1.5,1.5,,,,,,,,,,,,,,,
T63,Park,13,1.666666667,3,3,0,0.666666667,1,0.333333333,1.333333333,1.666666667,,,,,,,,,,,,,,,
T64,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T65,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T66,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T67,Park,19.25,1.5,3.5,3.5,0,1,1,0,2,2.5,,,,,,,,,,,,,,,
T68,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T69,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T7,Park,16.125,1.75,3.75,3,0.25,0.75,1,0,1.25,2,,,,,,,,,,,,,,,
T70,Park,17.71428571,1.714285714,3.571428571,2.714285714,0,0.714285714,1,0.142857143,1.714285714,2.571428571,,,,,,,,,,,,,,,
T72,Park,15.75,2,3.5,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T73,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T74,Park,12,1.666666667,3.333333333,3,0,1,1,0,1,2.333333333,,,,,,,,,,,,,,,
T76,Park,16.875,2,3.75,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T77,Park,10.125,1.25,2.5,3,0,0.25,1,0.75,1.75,1.25,,,,,,,,,,,,,,,
T78,Park,16.83333333,1.666666667,3.666666667,3,0,0.666666667,1,0,2,2.333333333,,,,,,,,,,,,,,,
T79,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T81,Park,18.3,2,2,3,0,1,1,0,2,2,,,,,,,,,,,,,,,
T82,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T85,Park,15.75,2,3.5,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T86,Park,17.35714286,2,3.857142857,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T87,Park,14.625,2,3.25,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T88,Park,14,2,2.666666667,3,0.333333333,1,1,0,1,2,,,,,,,,,,,,,,,
T91,Park,16.5,1,4.5,2.5,0.5,1,1,0.5,3,2.5,,,,,,,,,,,,,,,
T92,Park,15.75,2,3.5,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T94,Park,14.4,2,3.2,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T95,Park,18.1,2,3.333333333,3,0,1,1,0,1.333333333,2,,,,,,,,,,,,,,,
T97,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
T98,Park,16.125,1.75,3.75,3,0.25,0.75,1,0,1.25,2,,,,,,,,,,,,,,,
T99,Park,12.66666667,1.833333333,2.833333333,3,0,0.833333333,0.833333333,0,1.166666667,2.166666667,,,,,,,,,,,,,,,
W10,Park,16.02857143,1.571428571,3.428571429,3.428571429,1.714285714,1,1,0,1.714285714,2,,,,,,,,,,,,,,,
W11,Park,17,2,3.333333333,3.666666667,0,0.333333333,0.666666667,0,2.333333333,2.333333333,,,,,,,,,,,,,,,
W12,Park,14.03333333,1.333333333,3.666666667,3,1.333333333,0.666666667,1,0.666666667,2.666666667,2,,,,,,,,,,,,,,,
W13,Park,16.2,1.6,4,3.2,0.4,0.8,0.8,0.2,2.2,2.2,,,,,,,,,,,,,,,
W14,Park,19.6,2,3.333333333,3.333333333,0,0.833333333,0.833333333,0,1.833333333,2.166666667,,,,,,,,,,,,,,,
W15,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
W16,Park,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
W17,Park,15,2,3.4,3.8,0,1,0.4,0,2,2.2,,,,,,,,,,,,,,,
W18,Park,16.5,1.5,4.25,3,0.5,0.75,1,0.25,2.25,2.25,,,,,,,,,,,,,,,
W19,Park,13.6,1.5,3,4.5,2,1,0.5,0,2.5,2.5,,,,,,,,,,,,,,,
W2,Park,13.125,2,2.75,3.5,0.25,0.75,0.75,0,1.25,2,,,,,,,,,,,,,,,
W20,Park,7.5,1,2,3,0,0,1,1,2,1,,,,,,,,,,,,,,,
W21,Park,14.5,2,2.666666667,2.666666667,0,1,1,0.333333333,1.333333333,2.333333333,,,,,,,,,,,,,,,
W22,Park,13.75,1.375,3.5,3,0.625,0.875,1,0.25,2.125,2.125,,,,,,,,,,,,,,,
W23,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
W24,Park,15.41666667,1.666666667,3.5,3.166666667,0.166666667,0.666666667,0.666666667,0,1.5,2.166666667,,,,,,,,,,,,,,,
W25,Park,14.5,2,3,3.666666667,0,1,0.333333333,0,1.666666667,2,,,,,,,,,,,,,,,
W27,Park,18,1.5,4,3,0.75,0.5,1,0,1.5,2,,,,,,,,,,,,,,,
W28,Park,14.2,1.6,3.2,3,0,0.6,0.6,0,1.4,2.4,,,,,,,,,,,,,,,
W29,Park,17.25,1.5,3.5,4,0.5,0.5,0.5,0,2.5,2.5,,,,,,,,,,,,,,,
W3,Park,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
W30,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
W31,Park,11.3,2,3,3,1.5,0.5,1,0.5,1.5,1.5,,,,,,,,,,,,,,,
W32,Park,18.6,1.2,4.4,3,1,0.2,1,0,1.8,2,,,,,,,,,,,,,,,
W33,Park,13.83333333,1.666666667,2,2.333333333,0,0.666666667,0.666666667,0.666666667,2,3,,,,,,,,,,,,,,,
W5,Park,9.5,1.5,3,3.5,2,0.5,0,0,2,1.5,,,,,,,,,,,,,,,
W6,Park,17,1.666666667,4,3,0.333333333,0.666666667,1,0,1.333333333,2,,,,,,,,,,,,,,,
W8,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
W9,Park,19.5,1,5,3,1,0,1,0,2,2,,,,,,,,,,,,,,,
WI1,Inst,15,2,2,5,0,1,0,0,3,3,,,,,,,,,,,,,,,
WI3,Inst,15,2,2,5,0,1,0,0,3,3,,,,,,,,,,,,,,,
WI8,Inst,10.66666667,1.333333333,2,3.666666667,0,0.333333333,0,0,2.333333333,3,,,,,,,,,,,,,,,
Y1,Private,13.80434783,0.347826087,3.782608696,3,1.043478261,0.913043478,1,0.782608696,4.217391304,2.695652174,,,,,,,,,,,,,,,
Y10,Private,9.95,1.75,2.75,3.25,0.75,0.25,0.5,0,2,2.25,,,,,,,,,,,,,,,
Y11,Private,15.21,0.8,3.5,2.6,0.9,0.7,0.9,0.7,3.3,2.5,,,,,,,,,,,,,,,
Y12,Private,5.11,0.6,3.5,3,2.6,0.6,0.9,0.5,3.4,2.2,,,,,,,,,,,,,,,
Y13,Private,11.3,0.75,3.333333333,3.25,1.833333333,0.75,0.833333333,0.583333333,3.916666667,2.25,,,,,,,,,,,,,,,
Y14,Private,12,2,4,4,0,1,1,0,3,3,,,,,,,,,,,,,,,
Y15,Private,12.3,0.714285714,3.571428571,3,1.428571429,0.714285714,1,0.714285714,3.571428571,2.285714286,,,,,,,,,,,,,,,
Y16,Private,16.125,1.25,2.75,3.25,0.5,1,1,0.25,2,2.25,,,,,,,,,,,,,,,
Y17,Private,13.37777778,0.888888889,4,2.444444444,1,0.888888889,1,0.666666667,3.333333333,2.666666667,,,,,,,,,,,,,,,
Y18,Private,18,2,3,4,0,1,1,0,2.666666667,2.333333333,,,,,,,,,,,,,,,
Y19,Private,11.28,0.4,3.6,2.8,1.8,0.6,1,0.8,3.8,2.6,,,,,,,,,,,,,,,
Y2,Private,13.5,1.5,3.5,3.25,0.25,1,1,0.25,2.5,2.5,,,,,,,,,,,,,,,
Y20,Private,14.86,0.4,4,3.2,1.4,1,0.8,0.8,4.4,2.4,,,,,,,,,,,,,,,
Y21,Private,12.25,0.5,3.5,2,0,0.5,1,0,1.5,1,,,,,,,,,,,,,,,
Y22,Private,15,0,4.333333333,2.666666667,1,1,1,1,5,3,,,,,,,,,,,,,,,
Y23,Private,14.8,0.2,4,2.6,0.6,0.8,1,0.6,3.6,2.2,,,,,,,,,,,,,,,
Y24,Private,14.48181818,0.818181818,3.772727273,2.863636364,0.818181818,0.681818182,0.909090909,0.590909091,3.363636364,2.590909091,,,,,,,,,,,,,,,
Y25,Private,11.5,1.666666667,3,3.666666667,0,0.666666667,0.666666667,0.333333333,2.333333333,2,,,,,,,,,,,,,,,
Y26,Private,15,0,4,3,1,1,1,1,5,3,,,,,,,,,,,,,,,
Y27,Private,8.7,0.6,3,3,1.8,0.4,0.6,0.4,3.2,2,,,,,,,,,,,,,,,
Y28,Private,13.4875,1.625,3.375,3,0.5,1,1,0.25,2.25,2.25,,,,,,,,,,,,,,,
Y29,Private,9.211111111,0.222222222,3.555555556,3.111111111,1.888888889,0.888888889,0.777777778,0.888888889,4.444444444,2.555555556,,,,,,,,,,,,,,,
Y3,Private,11.5,0.75,2.75,3,0.25,0.5,0.75,0.5,2.5,1.75,,,,,,,,,,,,,,,
Y30,Private,12,2,2,3,0,1,0,0,1,2,,,,,,,,,,,,,,,
Y31,Private,13.5,2,3,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
Y32,Private,12.64285714,0.428571429,3.571428571,3,1.142857143,0.714285714,0.857142857,0.714285714,4.142857143,2.714285714,,,,,,,,,,,,,,,
Y33,Private,14.075,0.833333333,3.666666667,3,0.666666667,0.916666667,1,0.583333333,3.083333333,2.416666667,,,,,,,,,,,,,,,
Y34,Private,16,0.666666667,4,3,0.666666667,1,1,0.666666667,3.666666667,2.666666667,,,,,,,,,,,,,,,
Y35,Private,12.2,1,3.6,3.2,0.8,1,0.8,0.4,2.8,2.2,,,,,,,,,,,,,,,
Y36,Private,14.75,1,3.5,3.5,1.25,0.75,0.75,0.25,3.25,2,,,,,,,,,,,,,,,
Y37,Private,6.7,1,4,3.5,1.5,1,1,0.5,4,3,,,,,,,,,,,,,,,
Y4,Private,8.475,1.5,4,3.25,0.75,0.75,1,0.25,2.25,2.5,,,,,,,,,,,,,,,
Y40,Private,14.06333333,0.433333333,3.7,3.066666667,0.966666667,0.9,0.9,0.8,4.3,2.733333333,,,,,,,,,,,,,,,
Y42,Private,15,2,2.5,4,0,0.5,1,0,2,2,,,,,,,,,,,,,,,
Y43,Private,18,1.666666667,3.666666667,3.666666667,0.333333333,1,1,0.333333333,3,2.666666667,,,,,,,,,,,,,,,
Y44,Private,12.46666667,0.333333333,4,3.333333333,1.333333333,1,1,0.666666667,3.666666667,3,,,,,,,,,,,,,,,
Y45,Private,10.975,2,3,3,0.75,0.75,1,0.25,1.25,1.75,,,,,,,,,,,,,,,
Y46,Private,14.46190476,0.666666667,3.714285714,3.047619048,0.738095238,1,1,0.642857143,3.69047619,2.642857143,,,,,,,,,,,,,,,
Y47,Private,13.76923077,0.307692308,3.692307692,3,0.846153846,0.846153846,0.846153846,0.846153846,4.538461538,3,,,,,,,,,,,,,,,
Y48,Private,9.642857143,1.428571429,3.571428571,3.428571429,1.285714286,0.428571429,1,0,2.428571429,2,,,,,,,,,,,,,,,
Y49,Private,3.5,1,3,3,3,0,1,0,2,1,,,,,,,,,,,,,,,
Y5,Private,13.1,0.777777778,3.555555556,2.555555556,1.444444444,0.777777778,0.777777778,0.555555556,3.555555556,2.111111111,,,,,,,,,,,,,,,
Y50,Private,10.5125,0.875,2.875,3.5,0.625,0.875,0.75,0.375,2.875,2.5,,,,,,,,,,,,,,,
Y51,Private,4.071428571,0,4.142857143,2.857142857,2.285714286,1,1,0.857142857,4.428571429,2.714285714,,,,,,,,,,,,,,,
Y52,Private,17.25,1,4,2.5,1,1,0.5,1,5,2.5,,,,,,,,,,,,,,,
Y53,Private,8.5,1.5,3,3,1.5,0.5,1,0,1.5,1.5,,,,,,,,,,,,,,,
Y54,Private,8.995238095,0.714285714,3.380952381,3.095238095,2.047619048,0.571428571,0.857142857,0.285714286,2.714285714,1.904761905,,,,,,,,,,,,,,,
Y55,Private,12.64285714,1,3.571428571,2.571428571,1,0.857142857,0.571428571,0.571428571,4.142857143,2.142857143,,,,,,,,,,,,,,,
Y56,Private,15.5,1.666666667,3.666666667,3.333333333,0,0.666666667,1,0,2,2.333333333,,,,,,,,,,,,,,,
Y57,Private,7.266666667,1.333333333,3,2.666666667,2,0,0.666666667,0.333333333,2,1,,,,,,,,,,,,,,,
Y58,Private,5.95,1.75,3,3,2.25,0.25,1,0.5,1.75,1.25,,,,,,,,,,,,,,,
Y59,Private,4.5,1,3,3,0,1,1,0,1,3,,,,,,,,,,,,,,,
Y6,Private,12.7,0.2,3.8,3,1.4,0.8,1,0.8,4.4,2.6,,,,,,,,,,,,,,,
Y60,Private,13.02857143,0.214285714,3.785714286,3,1.142857143,0.785714286,0.928571429,0.785714286,4.5,2.857142857,,,,,,,,,,,,,,,
Y61,Private,10.16666667,0.583333333,3.333333333,3.25,1.416666667,0.666666667,0.75,0.5,3.25,2.166666667,,,,,,,,,,,,,,,
Y62,Private,10.17647059,1.411764706,3.529411765,3.176470588,0.705882353,0.823529412,1,0,1.764705882,1.882352941,,,,,,,,,,,,,,,
Y63,Private,15,0.666666667,3.5,3,0.666666667,0.833333333,0.833333333,0.666666667,3.833333333,2.833333333,,,,,,,,,,,,,,,
Y64,Private,8.725,0.75,4.25,3,2,0.75,1,0.75,4.25,2.5,,,,,,,,,,,,,,,
Y65,Private,11.83125,0.5,3.625,3.125,1.3125,0.8125,0.875,0.6875,3.75,2.375,,,,,,,,,,,,,,,
Y66,Private,10.28181818,1.181818182,2.272727273,3.181818182,0.454545455,0.181818182,0.727272727,0.545454545,2.272727273,1.636363636,,,,,,,,,,,,,,,
Y67,Private,13.71111111,1,3.222222222,3.111111111,1.111111111,0.777777778,0.777777778,0.555555556,3.333333333,2.222222222,,,,,,,,,,,,,,,
Y68,Private,9.25,0.5,3.5,3,2,0.5,1,0.5,3.5,2,,,,,,,,,,,,,,,
Y69,Private,11.06363636,1.636363636,3,3.909090909,1.363636364,0.727272727,1,0,2.272727273,2.272727273,,,,,,,,,,,,,,,
Y70,Private,9.6,1,3.5,3,1,0,0.5,0,2,2.5,,,,,,,,,,,,,,,
Y71,Private,14.73478261,0.869565217,3.608695652,2.956521739,0.565217391,0.956521739,0.956521739,0.565217391,3.391304348,2.52173913,,,,,,,,,,,,,,,
Y72,Private,4.8,0.333333333,3.333333333,4,3,0.666666667,1,0,2,1.666666667,,,,,,,,,,,,,,,
Y73,Private,9.990909091,0.454545455,3.818181818,3.090909091,1.545454545,0.727272727,0.909090909,0.545454545,3.545454545,2.363636364,,,,,,,,,,,,,,,
Y74,Private,13.52413793,0.310344828,3.793103448,3.103448276,1.034482759,0.896551724,0.896551724,0.793103448,4.24137931,2.724137931,,,,,,,,,,,,,,,
Y75,Private,4.516666667,0.833333333,3.166666667,3.333333333,2.5,0.333333333,0.833333333,0.5,3,2.333333333,,,,,,,,,,,,,,,
Y76,Private,16.14285714,0.142857143,4.428571429,1.857142857,1.285714286,0.857142857,0.857142857,0.857142857,4.714285714,2.714285714,,,,,,,,,,,,,,,
Y77,Private,10.7,1.5,2,3.5,2,0.5,1,1,3.5,2,,,,,,,,,,,,,,,
Y78,Private,6.95,1.333333333,2.833333333,3.333333333,2.666666667,0.166666667,0,0,2.166666667,1.333333333,,,,,,,,,,,,,,,
Y79,Private,16,0.666666667,4,3,0.666666667,1,1,0.666666667,3.666666667,2.666666667,,,,,,,,,,,,,,,
Y8,Private,13.58333333,0.666666667,3.833333333,3,1.166666667,0.666666667,1,0.5,3.333333333,2.333333333,,,,,,,,,,,,,,,
Y80,Private,12.39090909,0.454545455,3.818181818,3.181818182,1.909090909,0.818181818,1,0.727272727,3.909090909,2.454545455,,,,,,,,,,,,,,,
Y81,Private,11.24642857,0.214285714,3.821428571,2.892857143,1.357142857,0.857142857,0.964285714,0.714285714,3.642857143,2.321428571,,,,,,,,,,,,,,,
Y82,Private,4.72,1.066666667,2.933333333,3.333333333,2.133333333,0.133333333,0.666666667,0.333333333,1.933333333,1.266666667,,,,,,,,,,,,,,,
Y83,Private,13.14680851,0.085106383,3.872340426,3.170212766,1.425531915,0.914893617,1,0.808510638,4.361702128,2.617021277,,,,,,,,,,,,,,,
Y84,Private,12.575,0.25,3.625,3.125,1.125,0.875,0.75,0.875,4.625,2.875,,,,,,,,,,,,,,,
Y85,Private,7.7875,1.125,3.25,3,1.5,0.125,0.625,0.25,2.375,1.375,,,,,,,,,,,,,,,
Y86,Private,10.3,1.2,3.2,2.8,0.8,0.4,0.8,0.2,2.4,2.4,,,,,,,,,,,,,,,
Y87,Private,3.5,1,3,3,3,0,1,0,2,1,,,,,,,,,,,,,,,
Y88,Private,12.70714286,1.142857143,3.142857143,2.928571429,0.928571429,0.714285714,0.928571429,0.285714286,2.214285714,1.928571429,,,,,,,,,,,,,,,
Y89,Private,11.475,0.75,2,4.25,1.25,0.75,1,0.5,3.5,2.5,,,,,,,,,,,,,,,
Y9,Private,11.66666667,0.666666667,4,2.666666667,0.333333333,1,1,0.333333333,2.333333333,2,,,,,,,,,,,,,,,
Y90,Private,1.4,0,4,3,3,1,1,1,5,3,,,,,,,,,,,,,,,
Y91,Private,14.96153846,0,3.974358974,3,1,1,1,1,5,3,,,,,,,,,,,,,,,
Y92,Private,13.5,1,2.25,3.25,0.5,0.75,1,0.5,4,2.75,,,,,,,,,,,,,,,
Y93,Private,13.5,0,3,3,1,1,1,1,5,3,,,,,,,,,,,,,,,
YW1,Inst,14.33333333,1.166666667,3.166666667,3.5,0.833333333,0.833333333,0.833333333,0.333333333,2.666666667,2.333333333,,,,,,,,,,,,,,,
YW2,Inst,12.68,2,3,3.6,0.8,0.8,0.8,0.2,2,2,,,,,,,,,,,,,,,
YW3,Inst,17,2,3.666666667,3.333333333,0,1,0.666666667,0,1.333333333,2,,,,,,,,,,,,,,,
YW4,Inst,14.72727273,0.363636364,3.818181818,3,0.818181818,1,1,0.818181818,4.272727273,2.818181818,,,,,,,,,,,,,,,
YW5,Inst,10.76666667,1.333333333,3.333333333,3.333333333,1,1,1,0,1.333333333,1.666666667,,,,,,,,,,,,,,,
YW6,Inst,14.78571429,2,3.285714286,3.142857143,0.142857143,1,1,0,1.285714286,2.142857143,,,,,,,,,,,,,,,
YW7,Inst,18,2,4,3,0,1,1,0,1,2,,,,,,,,,,,,,,,
YW8,Inst,15.1875,1.25,3.625,3,0.375,1,1,0.375,2.5,2.375,,,,,,,,,,,,,,,









































































































































































































































































































































































