Species.Code,Site.Code,GS.Type,Abund,Avg.Max.Height..m.,Growth.rate,Shade.tolerance,Drought.tolerance,Tree.Shape,Flowering,Fruiting,Fall.Colour,Leaf.shape,Bark.texture
SYRE,Y25,Private,1,7.5,1,2,3,0,0,1,1,2,1
THOC,Y26,Private,2,15,0,4,3,1,1,1,1,5,3
AMCA,Y27,Private,1,4,1,3,3,4,0,0,0,2,1
PIPU,Y27,Private,2,13.5,0,3,3,1,1,1,1,5,3
PRCR,Y27,Private,1,9,1,3,3,0,0,0,0,2,2
SYVU,Y27,Private,1,3.5,1,3,3,3,0,1,0,2,1
ACPL,Y28,Private,4,13.5,2,3,3,0,1,1,0,1,2
ACSA,Y28,Private,1,18,2,4,3,0,1,1,0,1,2
FRAM,Y28,Private,1,19.5,2,2,3,0,1,1,0,3,2
PIGL,Y28,Private,1,15,1,5,3,1,1,1,1,5,3
TACA,Y28,Private,1,1.4,0,4,3,3,1,1,1,5,3
JUCO,Y29,Private,1,2.3,0,2,4,3,1,0,1,5,3
MGXXSN,Y29,Private,1,6.8,0,3,2,1,0,1,1,2,1
PIRU,Y29,Private,1,19.5,0,5,3,1,1,1,1,5,3
RHTY,Y29,Private,1,6.5,2,2,4,3,1,0,0,3,1
TACA,Y29,Private,2,1.4,0,4,3,3,1,1,1,5,3
THOC,Y29,Private,3,15,0,4,3,1,1,1,1,5,3
PRVI,Y3,Private,1,8.5,1,3,3,0,0,0,0,2,1
QURO,Y3,Private,1,15,1,2,3,0,1,1,0,1,2
SYRE,Y3,Private,1,7.5,1,2,3,0,0,1,1,2,1
THOC,Y3,Private,1,15,0,4,3,1,1,1,1,5,3
MOAL,Y30,Private,1,12,2,2,3,0,1,0,0,1,2
ACPL,Y31,Private,6,13.5,2,3,3,0,1,1,0,1,2
MASY,Y32,Private,1,10,2,2,3,0,0,0,0,2,3
SYVU,Y32,Private,1,3.5,1,3,3,3,0,1,0,2,1
THOC,Y32,Private,5,15,0,4,3,1,1,1,1,5,3
ACPL,Y33,Private,1,13.5,2,3,3,0,1,1,0,1,2
ACSA,Y33,Private,3,18,2,4,3,0,1,1,0,1,2
ACSC,Y33,Private,1,20.5,1,5,3,0,1,1,0,1,2
PIPU,Y33,Private,2,13.5,0,3,3,1,1,1,1,5,3
SYRE,Y33,Private,1,7.5,1,2,3,0,0,1,1,2,1
TACA,Y33,Private,1,1.4,0,4,3,3,1,1,1,5,3
THOC,Y33,Private,3,15,0,4,3,1,1,1,1,5,3
ACSA,Y34,Private,1,18,2,4,3,0,1,1,0,1,2
THOC,Y34,Private,2,15,0,4,3,1,1,1,1,5,3
ACNE,Y35,Private,1,12,2,4,4,0,1,1,0,3,3
ACPL,Y35,Private,1,13.5,2,3,3,0,1,1,0,1,2
EUAL,Y35,Private,1,5.3,0,4,4,3,1,1,0,2,1
JURE,Y35,Private,1,15.2,1,2,3,0,1,0,1,3,2
PIAB,Y35,Private,1,15,0,5,2,1,1,1,1,5,3
AMGR,Y36,Private,1,6.5,0,3,3,4,0,0,0,2,1
FRPE,Y36,Private,2,16.5,2,3,4,0,1,1,0,3,2
PIRU,Y36,Private,1,19.5,0,5,3,1,1,1,1,5,3
ACNE,Y37,Private,1,12,2,4,4,0,1,1,0,3,3
TACA,Y37,Private,1,1.4,0,4,3,3,1,1,1,5,3
ACNE,Y4,Private,2,12,2,4,4,0,1,1,0,3,3
ACPA,Y4,Private,1,6.5,0,5,2,0,1,1,0,1,1
PHCO,Y4,Private,1,3.4,2,3,3,3,0,1,1,2,3
ACPL,Y40,Private,1,13.5,2,3,3,0,1,1,0,1,2
AMCA,Y40,Private,1,4,1,3,3,4,0,0,0,2,1
CEOC,Y40,Private,1,15,2,3,4,0,1,0,0,2,2
FRAM,Y40,Private,1,19.5,2,2,3,0,1,1,0,3,2
MASY,Y40,Private,1,10,2,2,3,0,0,0,0,2,3
PIGL,Y40,Private,1,15,1,5,3,1,1,1,1,5,3
PIPU,Y40,Private,1,13.5,0,3,3,1,1,1,1,5,3
PIRU,Y40,Private,1,19.5,0,5,3,1,1,1,1,5,3
SYRE,Y40,Private,1,7.5,1,2,3,0,0,1,1,2,1
TACA,Y40,Private,1,1.4,0,4,3,3,1,1,1,5,3
THOC,Y40,Private,19,15,0,4,3,1,1,1,1,5,3
ULPU,Y40,Private,1,18,2,3,4,0,1,1,0,2,2
ACSA,Y42,Private,1,18,2,4,3,0,1,1,0,1,2
ROPS,Y42,Private,1,12,2,1,5,0,0,1,0,3,2
PIGL,Y43,Private,1,15,1,5,3,1,1,1,1,5,3
ULAM,Y43,Private,1,21,2,3,4,0,1,1,0,2,3
ULPU,Y43,Private,1,18,2,3,4,0,1,1,0,2,2
PIRU,Y44,Private,1,19.5,0,5,3,1,1,1,1,5,3
QUBI,Y44,Private,1,16.5,1,3,4,0,1,1,0,1,3
TACA,Y44,Private,1,1.4,0,4,3,3,1,1,1,5,3
ACPL,Y45,Private,3,13.5,2,3,3,0,1,1,0,1,2
LOXY,Y45,Private,1,3.4,2,3,3,3,0,1,1,2,1
ABBA,Y46,Private,1,18.5,0,5,1,1,1,1,1,5,3
ACNE,Y46,Private,1,12,2,4,4,0,1,1,0,3,3
ACPA,Y46,Private,1,6.5,0,5,2,0,1,1,0,1,1
ACPL,Y46,Private,11,13.5,2,3,3,0,1,1,0,1,2
FRPE,Y46,Private,1,16.5,2,3,4,0,1,1,0,3,2
JUVI,Y46,Private,1,13.7,1,1,5,1,1,1,1,5,3
PIRU,Y46,Private,1,19.5,0,5,3,1,1,1,1,5,3
THOC,Y46,Private,24,15,0,4,3,1,1,1,1,5,3
ULXXFR,Y46,Private,1,12.2,1,4,4,4,1,1,0,2,2
MADO,Y47,Private,2,7,2,2,3,0,0,0,0,2,3
THOC,Y47,Private,11,15,0,4,3,1,1,1,1,5,3
ACNE,Y48,Private,3,12,2,4,4,0,1,1,0,3,3
SYVU,Y48,Private,3,3.5,1,3,3,3,0,1,0,2,1
TIAM,Y48,Private,1,21,1,4,3,0,0,1,0,2,2
SYVU,Y49,Private,1,3.5,1,3,3,3,0,1,0,2,1
ABBA,Y5,Private,2,18.5,0,5,1,1,1,1,1,5,3
ACPL,Y5,Private,1,13.5,2,3,3,0,1,1,0,1,2
AMCA,Y5,Private,1,4,1,3,3,4,0,0,0,2,1
BEPO,Y5,Private,1,9,1,2,3,1,1,1,0,2,1
EUAT,Y5,Private,1,4.9,1,3,3,3,0,1,0,2,1
PNST,Y5,Private,1,19.5,2,3,3,1,1,0,1,5,2
THOC,Y5,Private,2,15,0,4,3,1,1,1,1,5,3
ACGI,Y50,Private,1,4.5,1,3,3,0,1,1,0,1,3
CACO,Y50,Private,2,7.5,0,2,4,0,1,1,0,3,3
CEOC,Y50,Private,2,15,2,3,4,0,1,0,0,2,2
HYPA,Y50,Private,1,4.6,2,2,3,3,0,1,1,2,1
THOC,Y50,Private,2,15,0,4,3,1,1,1,1,5,3
ACPA,Y51,Private,1,6.5,0,5,2,0,1,1,0,1,1
TACA,Y51,Private,5,1.4,0,4,3,3,1,1,1,5,3
THOC,Y51,Private,1,15,0,4,3,1,1,1,1,5,3
PIAB,Y52,Private,1,15,0,5,2,1,1,1,1,5,3
PNST,Y52,Private,1,19.5,2,3,3,1,1,0,1,5,2
ACPL,Y53,Private,1,13.5,2,3,3,0,1,1,0,1,2
SYVU,Y53,Private,1,3.5,1,3,3,3,0,1,0,2,1
BEAL,Y54,Private,2,20.5,1,3,3,0,1,1,0,2,3
CTCO,Y54,Private,2,3.8,1,2,4,3,0,1,0,2,3
EUAL,Y54,Private,2,5.3,0,4,4,3,1,1,0,2,1
FAGR,Y54,Private,1,18,1,5,2,0,1,0,0,2,1
MOAL,Y54,Private,1,12,2,2,3,0,1,0,0,1,2
PIAB,Y54,Private,1,15,0,5,2,1,1,1,1,5,3
PIMA,Y54,Private,1,12,0,4,2,1,1,1,1,5,3
PIRU,Y54,Private,1,19.5,0,5,3,1,1,1,1,5,3
RHCA,Y54,Private,1,6.5,1,2,4,3,1,1,0,2,1
SOAU,Y54,Private,1,9,1,3,3,3,0,0,0,3,1
SYVU,Y54,Private,4,3.5,1,3,3,3,0,1,0,2,1
TACA,Y54,Private,1,1.4,0,4,3,3,1,1,1,5,3
THOC,Y54,Private,1,15,0,4,3,1,1,1,1,5,3
VILE,Y54,Private,1,5,1,4,2,3,0,1,0,2,1
WEFL,Y54,Private,1,2.3,1,3,4,3,0,1,1,2,1
FASY,Y55,Private,1,16.5,1,5,3,0,1,0,0,2,1
LALA,Y55,Private,1,12,2,1,2,1,1,1,0,5,3
PNST,Y55,Private,1,19.5,2,3,3,1,1,0,1,5,2
PRVISC,Y55,Private,1,7.6,2,3,3,0,0,0,0,2,1
TACA,Y55,Private,1,1.4,0,4,3,3,1,1,1,5,3
THOC,Y55,Private,1,15,0,4,3,1,1,1,1,5,3
TSCA,Y55,Private,1,16.5,0,5,1,1,1,1,1,5,2
ACNE,Y56,Private,1,12,2,4,4,0,1,1,0,3,3
ACPL,Y56,Private,1,13.5,2,3,3,0,1,1,0,1,2
TIAM,Y56,Private,1,21,1,4,3,0,0,1,0,2,2
MGXXSO,Y57,Private,1,7.6,1,3,2,3,0,1,1,2,1
PRAV,Y57,Private,1,10.7,2,3,3,0,0,0,0,2,1
SYVU,Y57,Private,1,3.5,1,3,3,3,0,1,0,2,1
ACPL,Y58,Private,1,13.5,2,3,3,0,1,1,0,1,2
LOXY,Y58,Private,2,3.4,2,3,3,3,0,1,1,2,1
SYVU,Y58,Private,1,3.5,1,3,3,3,0,1,0,2,1
ACGI,Y59,Private,1,4.5,1,3,3,0,1,1,0,1,3
SYVU,Y6,Private,2,3.5,1,3,3,3,0,1,0,2,1
THOC,Y6,Private,8,15,0,4,3,1,1,1,1,5,3
AEHI,Y60,Private,1,19,1,4,3,0,0,1,0,4,3
MABA,Y60,Private,1,8.5,1,2,3,0,0,0,0,2,3
SYVU,Y60,Private,1,3.5,1,3,3,3,0,1,0,2,1
TACA,Y60,Private,1,1.4,0,4,3,3,1,1,1,5,3
THOC,Y60,Private,10,15,0,4,3,1,1,1,1,5,3
EUAL,Y61,Private,2,5.3,0,4,4,3,1,1,0,2,1
MABA,Y61,Private,1,8.5,1,2,3,0,0,0,0,2,3
MOAL,Y61,Private,1,12,2,2,3,0,1,0,0,1,2
PRCR,Y61,Private,1,9,1,3,3,0,0,0,0,2,2
SANI,Y61,Private,1,4.6,2,2,3,3,0,1,0,3,1
THOC,Y61,Private,5,15,0,4,3,1,1,1,1,5,3
WEFL,Y61,Private,1,2.3,1,3,4,3,0,1,1,2,1
ACNE,Y62,Private,4,12,2,4,4,0,1,1,0,3,3
ACPA,Y62,Private,3,6.5,0,5,2,0,1,1,0,1,1
ACPL,Y62,Private,5,13.5,2,3,3,0,1,1,0,1,2
RHCA,Y62,Private,1,6.5,1,2,4,3,1,1,0,2,1
SYVU,Y62,Private,3,3.5,1,3,3,3,0,1,0,2,1
ULAM,Y62,Private,1,21,2,3,4,0,1,1,0,2,3
ACPL,Y63,Private,1,13.5,2,3,3,0,1,1,0,1,2
PRSE,Y63,Private,1,16.5,2,2,3,0,0,0,0,2,3
THOC,Y63,Private,4,15,0,4,3,1,1,1,1,5,3
PIGL,Y64,Private,2,15,1,5,3,1,1,1,1,5,3
SYVU,Y64,Private,1,3.5,1,3,3,3,0,1,0,2,1
TACA,Y64,Private,1,1.4,0,4,3,3,1,1,1,5,3
ACPL,Y65,Private,1,13.5,2,3,3,0,1,1,0,1,2
EUAL,Y65,Private,1,5.3,0,4,4,3,1,1,0,2,1
LOXY,Y65,Private,1,3.4,2,3,3,3,0,1,1,2,1
PYCO,Y65,Private,1,8.3,2,3,3,0,0,0,0,2,2
SYVU,Y65,Private,1,3.5,1,3,3,3,0,1,0,2,1
THOC,Y65,Private,10,15,0,4,3,1,1,1,1,5,3
VILACO,Y65,Private,1,5.3,1,2,4,2,1,0,0,1,1
ACFR,Y66,Private,1,15,2,2,3,1,1,1,0,1,2
CTCO,Y66,Private,1,3.8,1,2,4,3,0,1,0,2,3
PIPU,Y66,Private,1,13.5,0,3,3,1,1,1,1,5,3
PRSE,Y66,Private,1,16.5,2,2,3,0,0,0,0,2,3
PRVI,Y66,Private,1,8.5,1,3,3,0,0,0,0,2,1
SOTO,Y66,Private,1,18.3,2,3,4,0,0,0,0,3,1
SYRE,Y66,Private,5,7.5,1,2,3,0,0,1,1,2,1
CEOC,Y67,Private,2,15,2,3,4,0,1,0,0,2,2
LOXY,Y67,Private,1,3.4,2,3,3,3,0,1,1,2,1
PODE,Y67,Private,1,26.5,2,1,2,0,1,1,0,2,2
SYVU,Y67,Private,1,3.5,1,3,3,3,0,1,0,2,1
THOC,Y67,Private,4,15,0,4,3,1,1,1,1,5,3
SYVU,Y68,Private,1,3.5,1,3,3,3,0,1,0,2,1
THOC,Y68,Private,1,15,0,4,3,1,1,1,1,5,3
ACNE,Y69,Private,3,12,2,4,4,0,1,1,0,3,3
CTCO,Y69,Private,1,3.8,1,2,4,3,0,1,0,2,3
LIAM,Y69,Private,1,2.4,2,3,4,3,0,1,0,2,1
RHCA,Y69,Private,2,6.5,1,2,4,3,1,1,0,2,1
SYVU,Y69,Private,1,3.5,1,3,3,3,0,1,0,2,1
ULAM,Y69,Private,3,21,2,3,4,0,1,1,0,2,3
COFL,Y70,Private,1,10.7,1,5,3,2,0,1,0,2,2
MABA,Y70,Private,1,8.5,1,2,3,0,0,0,0,2,3
ACPL,Y71,Private,8,13.5,2,3,3,0,1,1,0,1,2
FRPR,Y71,Private,1,27.4,2,3,2,0,1,1,0,3,2
PIGL,Y71,Private,1,15,1,5,3,1,1,1,1,5,3
PRVI,Y71,Private,1,8.5,1,3,3,0,0,0,0,2,1
THOC,Y71,Private,12,15,0,4,3,1,1,1,1,5,3
CTCO,Y72,Private,1,3.8,1,2,4,3,0,1,0,2,3
EUAL,Y72,Private,2,5.3,0,4,4,3,1,1,0,2,1
ACSA,Y73,Private,1,18,2,4,3,0,1,1,0,1,2
EUAL,Y73,Private,1,5.3,0,4,4,3,1,1,0,2,1
PRDO,Y73,Private,1,9,1,2,3,0,0,0,0,2,1
TACA,Y73,Private,4,1.4,0,4,3,3,1,1,1,5,3
THOC,Y73,Private,2,15,0,4,3,1,1,1,1,5,3
TIAM,Y73,Private,2,21,1,4,3,0,0,1,0,2,2
ACTA,Y74,Private,1,5.5,1,4,4,0,1,1,0,2,2
MAXXLO,Y74,Private,1,4.6,1,4,3,2,0,0,1,2,3
PIAB,Y74,Private,1,15,0,5,2,1,1,1,1,5,3
PYCO,Y74,Private,2,8.3,2,3,3,0,0,0,0,2,2
QUMA,Y74,Private,1,22.5,1,3,4,0,1,1,0,1,2
RHCA,Y74,Private,2,6.5,1,2,4,3,1,1,0,2,1
THOC,Y74,Private,21,15,0,4,3,1,1,1,1,5,3
CTSP,Y75,Private,1,15,2,2,5,0,0,0,0,2,3
PHVI,Y75,Private,1,2.3,1,3,3,3,0,1,1,2,3
SYVU,Y75,Private,2,3.5,1,3,3,3,0,1,0,2,1
TACA,Y75,Private,2,1.4,0,4,3,3,1,1,1,5,3
ABBA,Y76,Private,4,18.5,0,5,1,1,1,1,1,5,3
SOAU,Y76,Private,1,9,1,3,3,3,0,0,0,3,1
THOC,Y76,Private,2,15,0,4,3,1,1,1,1,5,3
HYPA,Y77,Private,1,4.6,2,2,3,3,0,1,1,2,1
PNNI,Y77,Private,1,16.8,1,2,4,1,1,1,1,5,3
AMCA,Y78,Private,4,4,1,3,3,4,0,0,0,2,1
GLTR,Y78,Private,1,15,2,2,5,0,1,0,0,3,3
PRAV,Y78,Private,1,10.7,2,3,3,0,0,0,0,2,1
ACSA,Y79,Private,1,18,2,4,3,0,1,1,0,1,2
THOC,Y79,Private,2,15,0,4,3,1,1,1,1,5,3
ACPL,Y8,Private,1,13.5,2,3,3,0,1,1,0,1,2
SYVU,Y8,Private,1,3.5,1,3,3,3,0,1,0,2,1
THOC,Y8,Private,3,15,0,4,3,1,1,1,1,5,3
TICO,Y8,Private,1,19.5,1,5,3,1,0,1,0,2,2
LOXY,Y80,Private,1,3.4,2,3,3,3,0,1,1,2,1
SYVU,Y80,Private,1,3.5,1,3,3,3,0,1,0,2,1
THOC,Y80,Private,7,15,0,4,3,1,1,1,1,5,3
ULXXFR,Y80,Private,2,12.2,1,4,4,4,1,1,0,2,2
ACPA,Y81,Private,3,6.5,0,5,2,0,1,1,0,1,1
ACSA,Y81,Private,1,18,2,4,3,0,1,1,0,1,2
CHNO,Y81,Private,1,22.9,1,4,2,1,1,1,1,5,2
CHPI,Y81,Private,1,18.3,1,3,3,1,1,1,1,5,3
CTCO,Y81,Private,1,3.8,1,2,4,3,0,1,0,2,3
EUAL,Y81,Private,2,5.3,0,4,4,3,1,1,0,2,1
GIBI,Y81,Private,1,19.5,0,2,4,0,1,0,0,1,2
MGXXSU,Y81,Private,2,5.3,0,3,2,3,0,1,1,2,1
PIAB,Y81,Private,1,15,0,5,2,1,1,1,1,5,3
SYRE,Y81,Private,1,7.5,1,2,3,0,0,1,1,2,1
TACA,Y81,Private,3,1.4,0,4,3,3,1,1,1,5,3
THOC,Y81,Private,11,15,0,4,3,1,1,1,1,5,3
EUAL,Y82,Private,1,5.3,0,4,4,3,1,1,0,2,1
HYQU,Y82,Private,1,1.5,0,4,3,3,0,1,1,1,1
LOMA,Y82,Private,1,4.1,2,4,4,3,0,1,1,2,1
LYCH,Y82,Private,1,1.4,1,2,3,2,0,0,1,2,1
MABA,Y82,Private,2,8.5,1,2,3,0,0,0,0,2,3
PRVI,Y82,Private,2,8.5,1,3,3,0,0,0,0,2,1
RHCA,Y82,Private,1,6.5,1,2,4,3,1,1,0,2,1
ROWO,Y82,Private,2,2,2,3,4,3,0,1,1,2,1
SYVU,Y82,Private,4,3.5,1,3,3,3,0,1,0,2,1
CAAB,Y83,Private,1,17.5,1,2,4,3,0,1,1,2,1
CTCO,Y83,Private,1,3.8,1,2,4,3,0,1,0,2,3
EUAL,Y83,Private,6,5.3,0,4,4,3,1,1,0,2,1
EUAT,Y83,Private,2,4.9,1,3,3,3,0,1,0,2,1
THOC,Y83,Private,37,15,0,4,3,1,1,1,1,5,3
JUCO,Y84,Private,1,2.3,0,2,4,3,1,0,1,5,3
PYCO,Y84,Private,1,8.3,2,3,3,0,0,0,0,2,2
THOC,Y84,Private,6,15,0,4,3,1,1,1,1,5,3
COFL,Y85,Private,1,10.7,1,5,3,2,0,1,0,2,2
LOTA,Y85,Private,1,3.4,2,3,3,3,0,1,1,2,1
PIPU,Y85,Private,1,13.5,0,3,3,1,1,1,1,5,3
PRAV,Y85,Private,1,10.7,2,3,3,0,0,0,0,2,1
PRVI,Y85,Private,2,8.5,1,3,3,0,0,0,0,2,1
SYVU,Y85,Private,2,3.5,1,3,3,3,0,1,0,2,1
ABBA,Y86,Private,1,18.5,0,5,1,1,1,1,1,5,3
ACPL,Y86,Private,1,13.5,2,3,3,0,1,1,0,1,2
CECA,Y86,Private,1,7.5,2,3,4,0,0,1,0,2,3
MABA,Y86,Private,1,8.5,1,2,3,0,0,0,0,2,3
SYVU,Y86,Private,1,3.5,1,3,3,3,0,1,0,2,1
SYVU,Y87,Private,1,3.5,1,3,3,3,0,1,0,2,1
ACPA,Y88,Private,2,6.5,0,5,2,0,1,1,0,1,1
ACPL,Y88,Private,2,13.5,2,3,3,0,1,1,0,1,2
BEPA,Y88,Private,1,18,1,2,2,0,0,1,0,2,1
EUAT,Y88,Private,1,4.9,1,3,3,3,0,1,0,2,1
FRAM,Y88,Private,1,19.5,2,2,3,0,1,1,0,3,2
JUCO,Y88,Private,1,2.3,0,2,4,3,1,0,1,5,3
MGXXSO,Y88,Private,2,7.6,1,3,2,3,0,1,1,2,1
THOC,Y88,Private,1,15,0,4,3,1,1,1,1,5,3
ULAM,Y88,Private,3,21,2,3,4,0,1,1,0,2,3
JUSC,Y89,Private,2,10.7,0,1,5,1,1,1,1,5,3
SYVU,Y89,Private,1,3.5,1,3,3,3,0,1,0,2,1
ULAM,Y89,Private,1,21,2,3,4,0,1,1,0,2,3
ACPA,Y9,Private,1,6.5,0,5,2,0,1,1,0,1,1
ACPL,Y9,Private,1,13.5,2,3,3,0,1,1,0,1,2
THOC,Y9,Private,1,15,0,4,3,1,1,1,1,5,3
TACA,Y90,Private,2,1.4,0,4,3,3,1,1,1,5,3
PIPU,Y91,Private,1,13.5,0,3,3,1,1,1,1,5,3
THOC,Y91,Private,38,15,0,4,3,1,1,1,1,5,3
CEJA,Y92,Private,1,15,2,2,2,0,1,1,0,3,3
PIPU,Y92,Private,2,13.5,0,3,3,1,1,1,1,5,3
ROPS,Y92,Private,1,12,2,1,5,0,0,1,0,3,2
PIPU,Y93,Private,4,13.5,0,3,3,1,1,1,1,5,3
ACSA,YW1,Inst,2,18,2,4,3,0,1,1,0,1,2
CTSP,YW1,Inst,1,15,2,2,5,0,0,0,0,2,3
PIPU,YW1,Inst,1,13.5,0,3,3,1,1,1,1,5,3
RHCA,YW1,Inst,1,6.5,1,2,4,3,1,1,0,2,1
THOC,YW1,Inst,1,15,0,4,3,1,1,1,1,5,3
ACFR,YW2,Inst,1,15,2,2,3,1,1,1,0,1,2
ACNE,YW2,Inst,1,12,2,4,4,0,1,1,0,3,3
CEOC,YW2,Inst,1,15,2,3,4,0,1,0,0,2,2
LOXY,YW2,Inst,1,3.4,2,3,3,3,0,1,1,2,1
ULPU,YW2,Inst,1,18,2,3,4,0,1,1,0,2,2
ACSA,YW3,Inst,2,18,2,4,3,0,1,1,0,1,2
CEOC,YW3,Inst,1,15,2,3,4,0,1,0,0,2,2
ACPL,YW4,Inst,2,13.5,2,3,3,0,1,1,0,1,2
THOC,YW4,Inst,9,15,0,4,3,1,1,1,1,5,3
ACPL,YW5,Inst,2,13.5,2,3,3,0,1,1,0,1,2
EUAL,YW5,Inst,1,5.3,0,4,4,3,1,1,0,2,1
ACFR,YW6,Inst,1,15,2,2,3,1,1,1,0,1,2
ACNE,YW6,Inst,1,12,2,4,4,0,1,1,0,3,3
ACPL,YW6,Inst,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,YW6,Inst,2,18,2,4,3,0,1,1,0,1,2
ACSA,YW7,Inst,4,18,2,4,3,0,1,1,0,1,2
ACPL,YW8,Inst,3,13.5,2,3,3,0,1,1,0,1,2
ACSA,YW8,Inst,2,18,2,4,3,0,1,1,0,1,2
THOC,YW8,Inst,3,15,0,4,3,1,1,1,1,5,3
